,id,left,top,right,bottom,活動中心數量,郵局數量,公車站數量,火車站數量,加油站數量,停車場數量,腳踏車站點數量,寺廟數量,大賣數量,服飾數量,便利商店數量,超市美妝數量,電子賣場數量,電信業者,銀行數量,ATM數量,大學數量,高中數量,國小數量,國中數量,補習班數量,嫌惡設施_危險數量,嫌惡設施_殯葬數量,嫌惡設施_髒亂數量,食物數量,診所數量,醫院數量,禮品百貨數量,觀光景點數量,房屋稅數量,地段率總和,折舊年數總和,平均地段率,平均折舊年數,預測值,誤差
33991,33992,13379240.33,2627586.267,13379290.33,2627536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,36,120.0,36.0,121.2098159790039,1.2098159790039062
33992,33993,13379240.33,2627536.267,13379290.33,2627486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,72,120.0,36.0,120.79381561279297,0.7938156127929688
33994,33995,13379240.33,2627436.267,13379290.33,2627386.267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,240,82,120.0,41.0,121.85379791259766,1.8537979125976562
33998,33999,13379240.33,2627236.267,13379290.33,2627186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,8,110.0,8.0,110.86239814758301,0.8623981475830078
33999,34000,13379240.33,2627186.267,13379290.33,2627136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,28,120.0,28.0,120.68756484985352,0.6875648498535156
34001,34002,13379240.33,2627086.267,13379290.33,2627036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,76,110.0,38.0,110.60107612609863,0.6010761260986328
34002,34003,13379240.33,2627036.267,13379290.33,2626986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,76,110.0,38.0,109.74898719787598,0.25101280212402344
34003,34004,13379240.33,2626986.267,13379290.33,2626936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,42,110.0,42.0,109.62607192993164,0.3739280700683594
34004,34005,13379240.33,2626936.267,13379290.33,2626886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,27,110.0,27.0,109.5339412689209,0.46605873107910156
34007,34008,13379240.33,2626786.267,13379290.33,2626736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,67,110.0,67.0,109.33742713928223,0.6625728607177734
34021,34022,13379240.33,2626086.267,13379290.33,2626036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,30,110.0,30.0,109.80845069885254,0.19154930114746094
34064,34065,13379240.33,2623936.267,13379290.33,2623886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120.0,0.0,120.3364028930664,0.33640289306640625
34080,34081,13379240.33,2623136.267,13379290.33,2623086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,57,110.0,29.0,110.38884162902832,0.3888416290283203
34167,34168,13379290.33,2632886.267,13379340.33,2632836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,30,120.0,30.0,121.19979095458984,1.1997909545898438
34168,34169,13379290.33,2632836.267,13379340.33,2632786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,32,120.0,32.0,120.36991119384766,0.36991119384765625
34169,34170,13379290.33,2632786.267,13379340.33,2632736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,81,120.0,41.0,120.87575912475586,0.8757591247558594
34170,34171,13379290.33,2632736.267,13379340.33,2632686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,35,120.0,35.0,121.1510238647461,1.1510238647460938
34171,34172,13379290.33,2632686.267,13379340.33,2632636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,18,120.0,18.0,120.73170852661133,0.7317085266113281
34172,34173,13379290.33,2632636.267,13379340.33,2632586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,37,120.0,19.0,120.9566650390625,0.9566650390625
34173,34174,13379290.33,2632586.267,13379340.33,2632536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,20,120.0,20.0,120.26394653320312,0.263946533203125
34177,34178,13379290.33,2632386.267,13379340.33,2632336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,43,120.0,43.0,120.52095794677734,0.5209579467773438
34178,34179,13379290.33,2632336.267,13379340.33,2632286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,86,120.0,43.0,120.42061614990234,0.42061614990234375
34179,34180,13379290.33,2632286.267,13379340.33,2632236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,24,120.0,24.0,120.65246963500977,0.6524696350097656
34180,34181,13379290.33,2632236.267,13379340.33,2632186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,49,125.0,25.0,126.72266387939453,1.7226638793945312
34182,34183,13379290.33,2632136.267,13379340.33,2632086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,49,120.0,49.0,120.18647766113281,0.1864776611328125
34183,34184,13379290.33,2632086.267,13379340.33,2632036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,43,130.0,43.0,129.95728302001953,0.04271697998046875
34184,34185,13379290.33,2632036.267,13379340.33,2631986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,33,130.0,33.0,130.70829391479492,0.7082939147949219
34186,34187,13379290.33,2631936.267,13379340.33,2631886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,83,130.0,28.0,129.79782104492188,0.202178955078125
34190,34191,13379290.33,2631736.267,13379340.33,2631686.267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,150,23,150.0,23.0,150.30045318603516,0.30045318603515625
34200,34201,13379290.33,2631236.267,13379340.33,2631186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,33,130.0,33.0,130.1705551147461,0.17055511474609375
34201,34202,13379290.33,2631186.267,13379340.33,2631136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,33,130.0,33.0,130.22022247314453,0.22022247314453125
34210,34211,13379290.33,2630736.267,13379340.33,2630686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,130,32,130.0,32.0,130.52727890014648,0.5272789001464844
34211,34212,13379290.33,2630686.267,13379340.33,2630636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,9,140.0,9.0,139.79540252685547,0.20459747314453125
34215,34216,13379290.33,2630486.267,13379340.33,2630436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,66,120.0,22.0,121.60084533691406,1.6008453369140625
34216,34217,13379290.33,2630436.267,13379340.33,2630386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,37,120.0,37.0,121.04420471191406,1.0442047119140625
34217,34218,13379290.33,2630386.267,13379340.33,2630336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,37,120.0,37.0,120.96752166748047,0.9675216674804688
34218,34219,13379290.33,2630336.267,13379340.33,2630286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,37,120.0,37.0,121.3921127319336,1.3921127319335938
34219,34220,13379290.33,2630286.267,13379340.33,2630236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,108,120.0,36.0,121.19515228271484,1.1951522827148438
34220,34221,13379290.33,2630236.267,13379340.33,2630186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,36,120.0,36.0,120.36608123779297,0.36608123779296875
34221,34222,13379290.33,2630186.267,13379340.33,2630136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,37,120.0,37.0,120.30892944335938,0.308929443359375
34222,34223,13379290.33,2630136.267,13379340.33,2630086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,63,120.0,32.0,121.19256591796875,1.19256591796875
34223,34224,13379290.33,2630086.267,13379340.33,2630036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2520,752,120.0,36.0,120.36873626708984,0.36873626708984375
34224,34225,13379290.33,2630036.267,13379340.33,2629986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,36,120.0,36.0,120.56403732299805,0.5640373229980469
34225,34226,13379290.33,2629986.267,13379340.33,2629936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,30,120.0,30.0,120.37637329101562,0.376373291015625
34226,34227,13379290.33,2629936.267,13379340.33,2629886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,72,120.0,36.0,118.74702072143555,1.2529792785644531
34227,34228,13379290.33,2629886.267,13379340.33,2629836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,47,130.0,24.0,129.7603988647461,0.23960113525390625
34229,34230,13379290.33,2629786.267,13379340.33,2629736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,74,130.0,37.0,128.9421043395996,1.0578956604003906
34231,34232,13379290.33,2629686.267,13379340.33,2629636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,34,130.0,34.0,129.77703857421875,0.22296142578125
34232,34233,13379290.33,2629636.267,13379340.33,2629586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,103,130.0,34.0,130.26480865478516,0.26480865478515625
34233,34234,13379290.33,2629586.267,13379340.33,2629536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,770,215,128.0,36.0,128.4300079345703,0.4300079345703125
34234,34235,13379290.33,2629536.267,13379340.33,2629486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,43,130.0,43.0,130.55943298339844,0.5594329833984375
34235,34236,13379290.33,2629486.267,13379340.33,2629436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,44,120.0,44.0,120.61566543579102,0.6156654357910156
34238,34239,13379290.33,2629336.267,13379340.33,2629286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,96,120.0,48.0,121.32350158691406,1.3235015869140625
34239,34240,13379290.33,2629286.267,13379340.33,2629236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,48,120.0,48.0,120.83353424072266,0.8335342407226562
34241,34242,13379290.33,2629186.267,13379340.33,2629136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,48,120.0,48.0,120.48609161376953,0.48609161376953125
34242,34243,13379290.33,2629136.267,13379340.33,2629086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,96,120.0,48.0,120.73835754394531,0.7383575439453125
34244,34245,13379290.33,2629036.267,13379340.33,2628986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,260,70,130.0,35.0,130.62398147583008,0.6239814758300781
34245,34246,13379290.33,2628986.267,13379340.33,2628936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,380,99,127.0,33.0,127.5969123840332,0.5969123840332031
34246,34247,13379290.33,2628936.267,13379340.33,2628886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,37,120.0,37.0,121.02947235107422,1.0294723510742188
34248,34249,13379290.33,2628836.267,13379340.33,2628786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,28,120.0,28.0,120.43746566772461,0.4374656677246094
34249,34250,13379290.33,2628786.267,13379340.33,2628736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,80,120.0,40.0,120.56057357788086,0.5605735778808594
34257,34258,13379290.33,2628386.267,13379340.33,2628336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,33,120.0,33.0,121.06005859375,1.06005859375
34273,34274,13379290.33,2627586.267,13379340.33,2627536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,108,120.0,36.0,119.99979019165039,0.000209808349609375
34276,34277,13379290.33,2627436.267,13379340.33,2627386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,76,120.0,38.0,121.90589904785156,1.9058990478515625
34277,34278,13379290.33,2627386.267,13379340.33,2627336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,41,120.0,41.0,120.8267707824707,0.8267707824707031
34279,34280,13379290.33,2627286.267,13379340.33,2627236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,8,120.0,8.0,120.44222259521484,0.44222259521484375
34280,34281,13379290.33,2627236.267,13379340.33,2627186.267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,32,120.0,16.0,121.22800827026367,1.2280082702636719
34281,34282,13379290.33,2627186.267,13379340.33,2627136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,10,120.0,10.0,120.56522750854492,0.5652275085449219
34284,34285,13379290.33,2627036.267,13379340.33,2626986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,330,126,110.0,42.0,110.32113456726074,0.3211345672607422
34285,34286,13379290.33,2626986.267,13379340.33,2626936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,84,110.0,42.0,109.90859794616699,0.09140205383300781
34340,34341,13379290.33,2624236.267,13379340.33,2624186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,14,120.0,7.0,120.25476837158203,0.25476837158203125
34344,34345,13379290.33,2624036.267,13379340.33,2623986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,9,120.0,3.0,120.09832000732422,0.09832000732421875
34348,34349,13379290.33,2623836.267,13379340.33,2623786.267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,2,120.0,2.0,120.44349670410156,0.4434967041015625
34349,34350,13379290.33,2623786.267,13379340.33,2623736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,2,120.0,2.0,120.39989471435547,0.39989471435546875
34355,34356,13379290.33,2623486.267,13379340.33,2623436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,3,120.0,3.0,121.15008544921875,1.15008544921875
34357,34358,13379290.33,2623386.267,13379340.33,2623336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,6,120.0,3.0,120.35916519165039,0.3591651916503906
34449,34450,13379340.33,2632886.267,13379390.33,2632836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,27,120.0,27.0,120.56353378295898,0.5635337829589844
34450,34451,13379340.33,2632836.267,13379390.33,2632786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,37,120.0,37.0,120.25514221191406,0.2551422119140625
34451,34452,13379340.33,2632786.267,13379390.33,2632736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,112,120.0,37.0,119.99872589111328,0.00127410888671875
34452,34453,13379340.33,2632736.267,13379390.33,2632686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,34,120.0,34.0,120.79151916503906,0.7915191650390625
34454,34455,13379340.33,2632636.267,13379390.33,2632586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,17,120.0,17.0,120.7645034790039,0.7645034790039062
34455,34456,13379340.33,2632586.267,13379390.33,2632536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,20,120.0,20.0,121.24455261230469,1.2445526123046875
34458,34459,13379340.33,2632436.267,13379390.33,2632386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,36,120.0,36.0,120.36177444458008,0.3617744445800781
34459,34460,13379340.33,2632386.267,13379390.33,2632336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,57,120.0,29.0,120.36357879638672,0.36357879638671875
34460,34461,13379340.33,2632336.267,13379390.33,2632286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,129,120.0,43.0,119.9220199584961,0.07798004150390625
34461,34462,13379340.33,2632286.267,13379390.33,2632236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,119,120.0,40.0,119.87335586547852,0.12664413452148438
34463,34464,13379340.33,2632186.267,13379390.33,2632136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,128,120.0,43.0,121.52128601074219,1.5212860107421875
34464,34465,13379340.33,2632136.267,13379390.33,2632086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,43,130.0,43.0,130.44432830810547,0.44432830810546875
34465,34466,13379340.33,2632086.267,13379390.33,2632036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,32,130.0,32.0,130.2888412475586,0.28884124755859375
34466,34467,13379340.33,2632036.267,13379390.33,2631986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,35,130.0,35.0,130.99730682373047,0.9973068237304688
34468,34469,13379340.33,2631936.267,13379390.33,2631886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,99,130.0,33.0,130.07064056396484,0.07064056396484375
34469,34470,13379340.33,2631886.267,13379390.33,2631836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,38,130.0,38.0,130.17853546142578,0.17853546142578125
34471,34472,13379340.33,2631786.267,13379390.33,2631736.267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,150,49,150.0,49.0,150.9146957397461,0.9146957397460938
34483,34484,13379340.33,2631186.267,13379390.33,2631136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,27,140.0,27.0,141.26428985595703,1.2642898559570312
34484,34485,13379340.33,2631136.267,13379390.33,2631086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,140,23,140.0,23.0,139.52371215820312,0.476287841796875
34488,34489,13379340.33,2630936.267,13379390.33,2630886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,34,130.0,34.0,132.0797119140625,2.0797119140625
34489,34490,13379340.33,2630886.267,13379390.33,2630836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,8,130.0,8.0,130.8070182800293,0.8070182800292969
34491,34492,13379340.33,2630786.267,13379390.33,2630736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,55,130.0,28.0,131.7405014038086,1.7405014038085938
34496,34497,13379340.33,2630536.267,13379390.33,2630486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,34,120.0,34.0,121.43917083740234,1.4391708374023438
34498,34499,13379340.33,2630436.267,13379390.33,2630386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,74,120.0,37.0,119.84650421142578,0.15349578857421875
34499,34500,13379340.33,2630386.267,13379390.33,2630336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,74,120.0,37.0,121.43140411376953,1.4314041137695312
34500,34501,13379340.33,2630336.267,13379390.33,2630286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,108,120.0,36.0,119.38175582885742,0.6182441711425781
34501,34502,13379340.33,2630286.267,13379390.33,2630236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,70,120.0,35.0,120.43718338012695,0.4371833801269531
34502,34503,13379340.33,2630236.267,13379390.33,2630186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,36,120.0,36.0,120.79627990722656,0.7962799072265625
34503,34504,13379340.33,2630186.267,13379390.33,2630136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,74,120.0,37.0,120.37435531616211,0.3743553161621094
34504,34505,13379340.33,2630136.267,13379390.33,2630086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,9,120.0,9.0,121.02704620361328,1.0270462036132812
34505,34506,13379340.33,2630086.267,13379390.33,2630036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,3,120.0,3.0,122.00502014160156,2.0050201416015625
34507,34508,13379340.33,2629986.267,13379390.33,2629936.267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,120,34,120.0,34.0,121.16205596923828,1.1620559692382812
34510,34511,13379340.33,2629836.267,13379390.33,2629786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,280,61,140.0,31.0,140.09886932373047,0.09886932373046875
34512,34513,13379340.33,2629736.267,13379390.33,2629686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,65,125.0,33.0,126.34157943725586,1.3415794372558594
34513,34514,13379340.33,2629686.267,13379390.33,2629636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,35,120.0,35.0,121.68254852294922,1.6825485229492188
34515,34516,13379340.33,2629586.267,13379390.33,2629536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,72,120.0,36.0,121.08081817626953,1.0808181762695312
34517,34518,13379340.33,2629486.267,13379390.33,2629436.267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,129,120.0,43.0,121.26670837402344,1.2667083740234375
34519,34520,13379340.33,2629386.267,13379390.33,2629336.267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,114,120.0,38.0,121.71968078613281,1.7196807861328125
34520,34521,13379340.33,2629336.267,13379390.33,2629286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,48,120.0,48.0,121.50744247436523,1.5074424743652344
