,id,left,top,right,bottom,活動中心,郵局,公車站,火車站,加油站,停車場,腳踏車,寺廟,大賣場,服飾,便利商店,超市美妝,電子賣場,銀行,ATM,大學,高中,國小,國中,補習班,嫌惡設施_危險,嫌惡設施_殯葬,嫌惡設施_髒亂,食物,診所,醫院,禮品百貨,觀光景點,房屋稅數量,地段率總和,折舊年數總和,平均地段率,平均折舊年數,EPSG3857_X,EPSG3857_Y,距最近火車站距離,公園,土地單價,預測值
8070,8071,13378940.3256,2631836.2673,13379040.3256,2631736.2673,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,13378990.3256,2631786.2673,2748.90537154755,0,15253.0,126.82214736938477
8071,8072,13378940.3256,2631736.2673,13379040.3256,2631636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2631686.2673,2747.16058658735,0,,128.46451950073242
8072,8073,13378940.3256,2631636.2673,13379040.3256,2631536.2673,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,13378990.3256,2631586.2673,2748.46763114275,0,,133.0668601989746
8073,8074,13378940.3256,2631536.2673,13379040.3256,2631436.2673,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2631486.2673,2752.82221320219,0,,130.67159271240234
8074,8075,13378940.3256,2631436.2673,13379040.3256,2631336.2673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2631386.2673,2760.20996404917,0,,130.80084991455078
8075,8076,13378940.3256,2631336.2673,13379040.3256,2631236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2631286.2673,2770.60667486205,1,,133.20370483398438
8076,8077,13378940.3256,2631236.2673,13379040.3256,2631136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2631186.2673,2783.97868955301,0,,140.21091079711914
8077,8078,13378940.3256,2631136.2673,13379040.3256,2631036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2631086.2673,2800.28343919818,0,,135.1873435974121
8078,8079,13378940.3256,2631036.2673,13379040.3256,2630936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2630986.2673,2819.47009872324,0,,134.0560760498047
8079,8080,13378940.3256,2630936.2673,13379040.3256,2630836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2630886.2673,2841.48034306362,0,,128.57112503051758
8080,8081,13378940.3256,2630836.2673,13379040.3256,2630736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2630786.2673,2866.24917793613,0,,128.825927734375
8081,8082,13378940.3256,2630736.2673,13379040.3256,2630636.2673,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,13378990.3256,2630686.2673,2893.7058196165,0,,130.6741065979004
8082,8083,13378940.3256,2630636.2673,13379040.3256,2630536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2630586.2673,2923.77459874649,0,,123.12900924682617
8083,8084,13378940.3256,2630536.2673,13379040.3256,2630436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2630486.2673,2956.37586484983,0,,120.18063354492188
8084,8085,13378940.3256,2630436.2673,13379040.3256,2630336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2630386.2673,2991.42687079446,1,,122.15159606933594
8085,8086,13378940.3256,2630336.2673,13379040.3256,2630236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2630286.2673,3028.84261959118,0,,123.43693161010742
8086,8087,13378940.3256,2630236.2673,13379040.3256,2630136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,720,139,120.0,23.0,13378990.3256,2630186.2673,3068.53665937379,0,1866.0,122.27031707763672
8087,8088,13378940.3256,2630136.2673,13379040.3256,2630036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,19,120.0,19.0,13378990.3256,2630086.2673,3110.42181595351,0,40258.0,121.51814270019531
8088,8089,13378940.3256,2630036.2673,13379040.3256,2629936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,32,120.0,32.0,13378990.3256,2629986.2673,3154.41085573359,0,10731.0,124.38869857788086
8089,8090,13378940.3256,2629936.2673,13379040.3256,2629836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,42,140.0,42.0,13378990.3256,2629886.2673,3200.41707493892,0,,123.93476867675781
8090,8091,13378940.3256,2629836.2673,13379040.3256,2629736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,620,196,124.0,39.0,13378990.3256,2629786.2673,3248.35481379938,0,2911.0,123.0879135131836
8091,8092,13378940.3256,2629736.2673,13379040.3256,2629636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,81,120.0,41.0,13378990.3256,2629686.2673,3298.13989664784,0,16401.0,121.60025405883789
8092,8093,13378940.3256,2629636.2673,13379040.3256,2629536.2673,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,600,199,120.0,40.0,13378990.3256,2629586.2673,3349.69000072543,0,19310.0,122.51834487915039
8093,8094,13378940.3256,2629536.2673,13379040.3256,2629436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,600,181,120.0,36.0,13378990.3256,2629486.2673,3402.92495778925,0,14989.0,122.20769119262695
8094,8095,13378940.3256,2629436.2673,13379040.3256,2629336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1080,264,120.0,29.0,13378990.3256,2629386.2673,3457.76699371442,0,52926.0,120.71306991577148
8095,8096,13378940.3256,2629336.2673,13379040.3256,2629236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2629286.2673,3514.14091167638,0,,122.41808700561523
8096,8097,13378940.3256,2629236.2673,13379040.3256,2629136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,480,160,120.0,40.0,13378990.3256,2629186.2673,3571.97422498678,0,,121.80838012695312
8097,8098,13378940.3256,2629136.2673,13379040.3256,2629036.2673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2629086.2673,3631.19724555401,0,,124.28557586669922
8098,8099,13378940.3256,2629036.2673,13379040.3256,2628936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2628986.2673,3691.74313384421,0,,125.62045288085938
8099,8100,13378940.3256,2628936.2673,13379040.3256,2628836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2628886.2673,3753.54791592808,0,8347.0,123.37955856323242
8100,8101,13378940.3256,2628836.2673,13379040.3256,2628736.2673,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1080,360,120.0,40.0,13378990.3256,2628786.2673,3816.55047280715,0,3418.0,122.8374252319336
8101,8102,13378940.3256,2628736.2673,13379040.3256,2628636.2673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,960,320,120.0,40.0,13378990.3256,2628686.2673,3880.69250674628,0,4853.0,122.0042953491211
8102,8103,13378940.3256,2628636.2673,13379040.3256,2628536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,840,280,120.0,40.0,13378990.3256,2628586.2673,3945.91848891308,0,13406.0,119.21815872192383
8103,8104,13378940.3256,2628536.2673,13379040.3256,2628436.2673,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4080,1360,120.0,40.0,13378990.3256,2628486.2673,4012.17559210064,0,6064.0,122.09448623657227
8104,8105,13378940.3256,2628436.2673,13379040.3256,2628336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1440,480,120.0,40.0,13378990.3256,2628386.2673,4079.41361186779,0,3873.0,122.10334396362305
8105,8106,13378940.3256,2628336.2673,13379040.3256,2628236.2673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,120,40,120.0,40.0,13378990.3256,2628286.2673,4147.58487897721,0,2321.0,120.49710845947266
8106,8107,13378940.3256,2628236.2673,13379040.3256,2628136.2673,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2520,840,120.0,40.0,13378990.3256,2628186.2673,4216.64416561295,0,4994.0,121.32986831665039
8107,8108,13378940.3256,2628136.2673,13379040.3256,2628036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240,67,120.0,34.0,13378990.3256,2628086.2673,4286.54858744493,0,11734.0,118.0918083190918
8108,8109,13378940.3256,2628036.2673,13379040.3256,2627936.2673,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,600,194,120.0,39.0,13378990.3256,2627986.2673,4357.25750333341,0,11957.0,117.72526550292969
8109,8110,13378940.3256,2627936.2673,13379040.3256,2627836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,600,200,120.0,40.0,13378990.3256,2627886.2673,4428.73241407617,0,,121.28296279907227
8110,8111,13378940.3256,2627836.2673,13379040.3256,2627736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1320,440,120.0,40.0,13378990.3256,2627786.2673,4500.93686142492,0,5726.0,121.29908752441406
8111,8112,13378940.3256,2627736.2673,13379040.3256,2627636.2673,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1320,440,120.0,40.0,13378990.3256,2627686.2673,4573.83632830271,0,3194.0,122.4964828491211
8112,8113,13378940.3256,2627636.2673,13379040.3256,2627536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,40,120.0,40.0,13378990.3256,2627586.2673,4647.39814097723,0,16156.0,122.03469848632812
8113,8114,13378940.3256,2627536.2673,13379040.3256,2627436.2673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,120,120.0,40.0,13378990.3256,2627486.2673,4721.59137379375,0,8171.0,123.02837371826172
8114,8115,13378940.3256,2627436.2673,13379040.3256,2627336.2673,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,600,205,120.0,41.0,13378990.3256,2627386.2673,4796.38675688898,0,2336.0,123.36207580566406
8115,8116,13378940.3256,2627336.2673,13379040.3256,2627236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,600,171,120.0,34.0,13378990.3256,2627286.2673,4871.75658721037,1,8738.0,120.71751022338867
8116,8117,13378940.3256,2627236.2673,13379040.3256,2627136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,480,158,120.0,40.0,13378990.3256,2627186.2673,4947.67464307634,0,4868.0,115.53983688354492
8117,8118,13378940.3256,2627136.2673,13379040.3256,2627036.2673,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,460,68,115.0,17.0,13378990.3256,2627086.2673,5024.11610239475,0,21393.0,112.63880157470703
8118,8119,13378940.3256,2627036.2673,13379040.3256,2626936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2626986.2673,5101.05746462048,0,,111.18102073669434
8119,8120,13378940.3256,2626936.2673,13379040.3256,2626836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2626886.2673,5178.47647646576,0,,108.75453758239746
8120,8121,13378940.3256,2626836.2673,13379040.3256,2626736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2626786.2673,5256.35206133505,0,,108.25275993347168
8121,8122,13378940.3256,2626736.2673,13379040.3256,2626636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2626686.2673,5334.66425241826,0,,108.48908805847168
8122,8123,13378940.3256,2626636.2673,13379040.3256,2626536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2626586.2673,5413.39412936117,0,,109.29598236083984
8123,8124,13378940.3256,2626536.2673,13379040.3256,2626436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,9,120.0,9.0,13378990.3256,2626486.2673,5492.52375839036,0,,109.06340980529785
8124,8125,13378940.3256,2626436.2673,13379040.3256,2626336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,7,120.0,7.0,13378990.3256,2626386.2673,5229.28029539007,0,,110.46428108215332
8125,8126,13378940.3256,2626336.2673,13379040.3256,2626236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,3,120.0,3.0,13378990.3256,2626286.2673,5190.12550486535,0,,110.05090713500977
8126,8127,13378940.3256,2626236.2673,13379040.3256,2626136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2626186.2673,5152.30182470672,0,,109.54197311401367
8127,8128,13378940.3256,2626136.2673,13379040.3256,2626036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2626086.2673,5115.83880906041,0,,109.78374290466309
8128,8129,13378940.3256,2626036.2673,13379040.3256,2625936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625986.2673,5080.76578294626,0,,109.77542686462402
8129,8130,13378940.3256,2625936.2673,13379040.3256,2625836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625886.2673,5047.11175407363,0,,110.4362564086914
8130,8131,13378940.3256,2625836.2673,13379040.3256,2625736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625786.2673,5014.90532052162,0,,110.64050483703613
8131,8132,13378940.3256,2625736.2673,13379040.3256,2625636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625686.2673,4984.17457467588,0,,110.58944129943848
8132,8133,13378940.3256,2625636.2673,13379040.3256,2625536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625586.2673,4954.9470039411,0,,110.79914855957031
8133,8134,13378940.3256,2625536.2673,13379040.3256,2625436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625486.2673,4927.2493888035,0,,110.79875183105469
8134,8135,13378940.3256,2625436.2673,13379040.3256,2625336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625386.2673,4901.1076989031,0,,111.25827980041504
8135,8136,13378940.3256,2625336.2673,13379040.3256,2625236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625286.2673,4876.54698785736,0,,111.65002059936523
8136,8137,13378940.3256,2625236.2673,13379040.3256,2625136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625186.2673,4853.59128766083,0,,111.78724479675293
8137,8138,13378940.3256,2625136.2673,13379040.3256,2625036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2625086.2673,4832.26350351963,0,,111.59349632263184
8138,8139,13378940.3256,2625036.2673,13379040.3256,2624936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2624986.2673,4812.58531006972,0,,111.05497169494629
8139,8140,13378940.3256,2624936.2673,13379040.3256,2624836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,2,110.0,2.0,13378990.3256,2624886.2673,4794.57704995694,0,,110.7705307006836
8140,8141,13378940.3256,2624836.2673,13379040.3256,2624736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2624786.2673,4778.2576357715,0,,110.8357105255127
8141,8142,13378940.3256,2624736.2673,13379040.3256,2624636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2624686.2673,4763.64445637223,0,,112.63610458374023
8142,8143,13378940.3256,2624636.2673,13379040.3256,2624536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2624586.2673,4750.75328861113,0,,114.39779663085938
8143,8144,13378940.3256,2624536.2673,13379040.3256,2624436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2624486.2673,4739.59821544989,0,,116.38129425048828
8144,8145,13378940.3256,2624436.2673,13379040.3256,2624336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2624386.2673,4730.19155142341,0,,117.55206680297852
8145,8146,13378940.3256,2624336.2673,13379040.3256,2624236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2624286.2673,4722.54377634859,0,,118.86217880249023
8146,8147,13378940.3256,2624236.2673,13379040.3256,2624136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2624186.2673,4716.66347808449,0,,119.53272247314453
8147,8148,13378940.3256,2624136.2673,13379040.3256,2624036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2624086.2673,4712.55730506581,0,,117.97822189331055
8148,8149,13378940.3256,2624036.2673,13379040.3256,2623936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,960,60,120.0,8.0,13378990.3256,2623986.2673,4710.2299292165,0,5427.0,120.00243377685547
8149,8150,13378940.3256,2623936.2673,13379040.3256,2623836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2623886.2673,4709.68401972202,0,,117.00020217895508
8150,8151,13378940.3256,2623836.2673,13379040.3256,2623736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2623786.2673,4710.92022800086,0,,117.19939804077148
8151,8152,13378940.3256,2623736.2673,13379040.3256,2623636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2623686.2673,4713.93718407528,0,,116.07364273071289
8152,8153,13378940.3256,2623636.2673,13379040.3256,2623536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2623586.2673,4718.73150438855,0,,115.47333145141602
8153,8154,13378940.3256,2623536.2673,13379040.3256,2623436.2673,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,440,102,110.0,26.0,13378990.3256,2623486.2673,4725.2978109647,1,,115.46160507202148
8154,8155,13378940.3256,2623436.2673,13379040.3256,2623336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,3,110.0,3.0,13378990.3256,2623386.2673,4733.62876165972,0,,113.9056167602539
8155,8156,13378940.3256,2623336.2673,13379040.3256,2623236.2673,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,660,245,110.0,41.0,13378990.3256,2623286.2673,4743.71509110832,0,,112.68865203857422
8156,8157,13378940.3256,2623236.2673,13379040.3256,2623136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,92,110.0,92.0,13378990.3256,2623186.2673,4755.54566184464,0,,113.02964782714844
8157,8158,13378940.3256,2623136.2673,13379040.3256,2623036.2673,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,220,87,110.0,44.0,13378990.3256,2623086.2673,4769.10752493887,0,51361.0,116.05659103393555
8158,8159,13378940.3256,2623036.2673,13379040.3256,2622936.2673,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,560,118,112.0,24.0,13378990.3256,2622986.2673,4784.38598940284,0,3724.0,113.45503616333008
8159,8160,13378940.3256,2622936.2673,13379040.3256,2622836.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,560,127,112.0,25.0,13378990.3256,2622886.2673,4801.36469951481,0,3493.0,113.50120162963867
8160,8161,13378940.3256,2622836.2673,13379040.3256,2622736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1130,414,113.0,41.0,13378990.3256,2622786.2673,4820.0257191453,0,5056.0,115.04825210571289
8161,8162,13378940.3256,2622736.2673,13379040.3256,2622636.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1100,315,110.0,32.0,13378990.3256,2622686.2673,4840.34962212065,0,11340.0,112.80996704101562
8162,8163,13378940.3256,2622636.2673,13379040.3256,2622536.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,880,233,110.0,29.0,13378990.3256,2622586.2673,4862.31558760992,0,2975.0,113.35831069946289
8163,8164,13378940.3256,2622536.2673,13379040.3256,2622436.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,440,126,110.0,32.0,13378990.3256,2622486.2673,4885.90149951488,0,14507.0,113.43815612792969
8164,8165,13378940.3256,2622436.2673,13379040.3256,2622336.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,60,110.0,30.0,13378990.3256,2622386.2673,4911.08404886807,0,,112.18236923217773
8165,8166,13378940.3256,2622336.2673,13379040.3256,2622236.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2622286.2673,4937.83883819973,0,,111.92474937438965
8166,8167,13378940.3256,2622236.2673,13379040.3256,2622136.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2622186.2673,4966.14048696218,0,,112.30665969848633
8167,8168,13378940.3256,2622136.2673,13379040.3256,2622036.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2622086.2673,4995.96273704664,0,,111.67336654663086
8168,8169,13378940.3256,2622036.2673,13379040.3256,2621936.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2621986.2673,5027.27855757204,0,,110.84219169616699
8169,8170,13378940.3256,2621936.2673,13379040.3256,2621836.2673,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2621886.2673,5060.06024815046,0,,110.87448310852051
8170,8171,13378940.3256,2621836.2673,13379040.3256,2621736.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13378990.3256,2621786.2673,5094.27953990323,0,,109.38849067687988
