Unnamed: 0,匯入時間,統計時間,縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
1239,20210701,2018,臺南市,東　區,路東里,566,566148,1000,663,382,1176,1548.27,154.79
1240,20210701,2018,臺南市,東　區,大福里,487,367535,755,602,369,981,603.25,79.93
1241,20210701,2018,臺南市,東　區,東安里,410,380040,927,605,350,1045,1244.33,134.24
1242,20210701,2018,臺南市,東　區,德高里,896,818887,914,653,387,1076,996.84,109.07
1243,20210701,2018,臺南市,東　區,小東里,1438,1597847,1111,716,391,1332,1446.31,130.16
1244,20210701,2018,臺南市,東　區,後甲里,853,722272,847,644,359,1099,766.85,90.57
1245,20210701,2018,臺南市,東　區,關聖里,1623,2355314,1451,978,480,1889,1619.44,111.59
1246,20210701,2018,臺南市,東　區,圍下里,678,782573,1154,674,381,1298,1513.81,131.15
1247,20210701,2018,臺南市,東　區,虎尾里,1667,1699529,1020,701,407,1260,1086.93,106.61
1248,20210701,2018,臺南市,東　區,中西里,1107,1427813,1290,695,358,1384,5270.44,408.62
1249,20210701,2018,臺南市,東　區,泉南里,1638,1847244,1128,693,393,1306,1498.76,132.9
1250,20210701,2018,臺南市,東　區,龍山里,1883,2774386,1473,930,466,1767,1856.82,126.02
1251,20210701,2018,臺南市,東　區,忠孝里,1433,1404214,980,674,384,1229,1038.89,106.02
1252,20210701,2018,臺南市,東　區,崇誨里,743,557299,750,548,315,951,689.91,91.98
1253,20210701,2018,臺南市,東　區,大學里,458,624167,1363,855,428,1869,1371.61,100.65
1254,20210701,2018,臺南市,東　區,大德里,423,321047,759,538,319,901,718.02,94.6
1255,20210701,2018,臺南市,東　區,東光里,1829,2446153,1337,805,422,1529,1782.61,133.29
1256,20210701,2018,臺南市,東　區,大智里,2171,2011889,927,663,392,1142,854.0,92.15
1257,20210701,2018,臺南市,東　區,新東里,878,928113,1057,694,409,1271,1225.79,115.96
1258,20210701,2018,臺南市,東　區,仁和里,1363,1081235,793,603,379,1034,707.78,89.22
1259,20210701,2018,臺南市,東　區,富強里,1524,1526748,1002,672,384,1229,1097.02,109.51
1260,20210701,2018,臺南市,東　區,衛國里,426,436365,1024,640,360,1182,1256.58,122.67
1261,20210701,2018,臺南市,東　區,自強里,1892,2013363,1064,711,414,1290,1191.2,111.94
1262,20210701,2018,臺南市,東　區,崇善里,1735,1865485,1075,751,420,1362,1133.26,105.4
1263,20210701,2018,臺南市,東　區,崇學里,985,1084470,1101,690,382,1337,1329.86,120.79
1264,20210701,2018,臺南市,東　區,崇明里,1484,1780106,1200,776,392,1545,1488.6,124.1
1265,20210701,2018,臺南市,東　區,裕農里,964,928782,963,637,344,1116,1204.92,125.06
1266,20210701,2018,臺南市,東　區,莊敬里,1352,1500213,1110,725,406,1333,1308.63,117.93
1267,20210701,2018,臺南市,東　區,和平里,1816,2155199,1187,836,445,1473,1313.54,110.68
1268,20210701,2018,臺南市,東　區,富裕里,711,612902,862,648,347,1076,845.53,98.09
1269,20210701,2018,臺南市,東　區,東明里,1091,1094022,1003,688,386,1230,1139.27,113.61
1270,20210701,2018,臺南市,東　區,崇德里,1575,1613320,1024,718,416,1286,1055.45,103.04
1271,20210701,2018,臺南市,東　區,東智里,704,623012,885,681,404,1092,791.46,89.44
1272,20210701,2018,臺南市,東　區,東聖里,712,592273,832,615,375,986,777.79,93.5
1273,20210701,2018,臺南市,東　區,崇成里,1025,1056997,1031,705,382,1264,1086.52,105.36
1274,20210701,2018,臺南市,東　區,東門里,646,802461,1242,638,362,1200,6703.86,539.68
1275,20210701,2018,臺南市,東　區,成大里,587,545734,930,657,374,1184,935.87,100.66
1276,20210701,2018,臺南市,東　區,大同里,815,683633,839,569,327,987,1153.38,137.5
1277,20210701,2018,臺南市,東　區,德光里,1490,1685756,1131,732,419,1380,1409.01,124.54
1278,20210701,2018,臺南市,東　區,崇信里,1293,1228939,950,685,386,1211,973.16,102.39
1279,20210701,2018,臺南市,東　區,崇文里,2030,2092053,1031,727,420,1311,1041.29,101.04
1280,20210701,2018,臺南市,東　區,復興里,1039,924499,890,649,383,1134,833.33,93.65
1281,20210701,2018,臺南市,東　區,裕聖里,1782,2817373,1581,1097,555,1989,2188.53,138.43
1282,20210701,2018,臺南市,東　區,文聖里,1672,2426100,1451,1048,512,1905,1516.65,104.52
1283,20210701,2018,臺南市,東　區,南聖里,882,1267986,1438,943,449,1869,1810.44,125.93
1284,20210701,2018,臺南市,南　區,竹溪里,604,824370,1365,753,408,1486,2101.13,153.95
1285,20210701,2018,臺南市,南　區,新昌里,681,546903,803,566,336,980,852.91,106.2
1286,20210701,2018,臺南市,南　區,田寮里,938,778153,830,608,363,971,1084.69,130.75
1287,20210701,2018,臺南市,南　區,明亮里,986,755032,766,574,365,939,665.41,86.9
1288,20210701,2018,臺南市,南　區,光明里,1101,766883,697,555,355,877,575.83,82.67
1289,20210701,2018,臺南市,南　區,喜東里,596,485100,814,628,365,1045,669.74,82.28
1290,20210701,2018,臺南市,南　區,喜南里,229,145058,633,494,328,777,504.32,79.62
1291,20210701,2018,臺南市,南　區,喜北里,471,325655,691,551,351,896,560.1,81.01
1292,20210701,2018,臺南市,南　區,省躬里,935,687898,736,585,374,912,624.13,84.83
1293,20210701,2018,臺南市,南　區,佛壇里,643,464818,723,583,351,898,601.37,83.19
1294,20210701,2018,臺南市,南　區,同安里,557,386466,694,544,336,885,561.71,80.96
1295,20210701,2018,臺南市,南　區,興農里,590,422814,717,563,357,843,654.67,91.35
1296,20210701,2018,臺南市,南　區,明德里,366,364134,995,795,471,1249,861.5,86.59
1297,20210701,2018,臺南市,南　區,廣州里,718,601311,837,561,337,981,931.45,111.22
1298,20210701,2018,臺南市,南　區,新興里,867,793214,915,646,360,1128,983.66,107.52
1299,20210701,2018,臺南市,南　區,大成里,491,550578,1121,775,449,1407,1100.17,98.11
1300,20210701,2018,臺南市,南　區,國宅里,818,635222,777,576,342,963,823.08,105.99
1301,20210701,2018,臺南市,南　區,新生里,975,722667,741,593,345,938,720.69,97.23
1302,20210701,2018,臺南市,南　區,大林里,743,799010,1075,699,393,1235,1533.32,142.58
1303,20210701,2018,臺南市,南　區,大忠里,1311,1012883,773,578,327,958,741.1,95.92
1304,20210701,2018,臺南市,南　區,大恩里,1034,863580,835,617,392,1056,726.43,86.98
1305,20210701,2018,臺南市,南　區,明興里,916,693455,757,580,359,912,769.02,101.58
1306,20210701,2018,臺南市,南　區,文華里,1041,777505,747,555,336,897,977.09,130.82
1307,20210701,2018,臺南市,南　區,再興里,712,652270,916,622,372,1071,1134.01,123.79
1308,20210701,2018,臺南市,南　區,金華里,1452,1210945,834,584,352,1008,913.8,109.57
1309,20210701,2018,臺南市,南　區,南都里,581,472078,813,577,364,906,2021.01,248.73
1310,20210701,2018,臺南市,南　區,開南里,1511,1018229,674,553,357,853,542.57,80.51
1311,20210701,2018,臺南市,南　區,彰南里,539,589890,1094,682,402,1241,1830.62,167.27
1312,20210701,2018,臺南市,南　區,建南里,1617,1266021,783,593,363,967,693.41,88.56
1313,20210701,2018,臺南市,南　區,郡南里,1034,777366,752,604,372,921,609.79,81.11
1314,20210701,2018,臺南市,南　區,府南里,1480,1208856,817,622,370,1030,734.54,89.93
1315,20210701,2018,臺南市,南　區,文南里,1721,1548861,900,644,367,1147,874.96,97.22
1316,20210701,2018,臺南市,南　區,鯤鯓里,354,219580,620,516,319,758,465.21,75.0
1317,20210701,2018,臺南市,南　區,松安里,398,280648,705,558,361,858,595.55,84.46
1318,20210701,2018,臺南市,南　區,永寧里,333,213939,642,501,308,801,541.91,84.35
1319,20210701,2018,臺南市,南　區,南華里,622,415407,668,533,348,840,563.11,84.32
1320,20210701,2018,臺南市,南　區,鹽埕里,979,695776,711,556,348,859,671.96,94.55
1321,20210701,2018,臺南市,北　區,振興里,598,561542,939,636,339,1166,1005.04,107.03
1322,20210701,2018,臺南市,北　區,開元里,1038,738252,711,542,315,907,705.8,99.24
1323,20210701,2018,臺南市,北　區,和順里,1793,1938019,1081,717,395,1290,1346.3,124.56
1324,20210701,2018,臺南市,北　區,成功里,1599,1646597,1030,738,406,1267,1028.1,99.84
1325,20210701,2018,臺南市,北　區,文元里,1180,1262774,1070,768,431,1368,990.62,92.57
1326,20210701,2018,臺南市,北　區,大港里,1656,1400019,845,651,374,1052,765.4,90.53
1327,20210701,2018,臺南市,北　區,東興里,619,724286,1170,691,390,1316,1644.53,140.55
1328,20210701,2018,臺南市,北　區,力行里,772,728325,943,658,394,1191,897.31,95.11
1329,20210701,2018,臺南市,北　區,仁愛里,753,1004459,1334,712,389,1548,2050.71,153.73
1330,20210701,2018,臺南市,北　區,正覺里,828,650908,786,554,317,929,917.64,116.73
1331,20210701,2018,臺南市,北　區,大豐里,1238,1085204,877,581,347,977,1081.3,123.35
1332,20210701,2018,臺南市,北　區,重興里,673,754121,1121,688,384,1215,1632.88,145.72
1333,20210701,2018,臺南市,北　區,中樓里,493,474760,963,644,392,1139,1143.38,118.73
1334,20210701,2018,臺南市,北　區,公園里,588,603930,1027,619,340,1127,1522.95,148.28
1335,20210701,2018,臺南市,北　區,元寶里,1529,1569626,1027,791,452,1280,944.02,91.96
1336,20210701,2018,臺南市,北　區,永祥里,819,588549,719,536,353,863,736.42,102.48
1337,20210701,2018,臺南市,北　區,成德里,1781,2337554,1312,897,466,1664,1377.24,104.93
1338,20210701,2018,臺南市,北　區,文成里,967,1015820,1050,717,407,1265,1231.06,117.19
1339,20210701,2018,臺南市,北　區,大和里,1186,1038553,876,652,378,1116,937.24,107.03
1340,20210701,2018,臺南市,北　區,賢北里,1244,1222409,983,689,390,1266,952.3,96.91
1341,20210701,2018,臺南市,北　區,長勝里,1146,995628,869,598,338,1048,1009.52,116.2
1342,20210701,2018,臺南市,北　區,合興里,1134,1193281,1052,664,381,1229,1221.05,116.04
1343,20210701,2018,臺南市,北　區,北門里,1460,1124103,770,573,357,908,801.64,104.12
1344,20210701,2018,臺南市,北　區,小北里,1109,871042,785,590,341,967,760.04,96.77
1345,20210701,2018,臺南市,北　區,大光里,1325,1014349,766,599,363,993,633.14,82.7
1346,20210701,2018,臺南市,北　區,大興里,752,579911,771,598,368,963,699.07,90.65
1347,20210701,2018,臺南市,北　區,長興里,820,751184,916,657,373,1154,887.45,96.87
1348,20210701,2018,臺南市,北　區,北華里,996,778999,782,567,338,961,780.71,99.82
1349,20210701,2018,臺南市,北　區,華德里,1258,1691920,1345,1019,467,1789,1256.33,93.41
1350,20210701,2018,臺南市,北　區,福德里,1646,2364524,1437,947,463,1864,1583.92,110.26
1351,20210701,2018,臺南市,北　區,立人里,794,695739,876,667,397,1146,746.41,85.18
1352,20210701,2018,臺南市,北　區,雙安里,811,996350,1229,791,428,1587,1379.57,112.29
1353,20210701,2018,臺南市,北　區,元美里,1034,1299097,1256,833,445,1646,1334.8,106.24
1354,20210701,2018,臺南市,安南區,塭南里,1298,982060,757,602,359,954,647.21,85.54
1355,20210701,2018,臺南市,安南區,東和里,1100,1478463,1344,939,509,1801,1264.58,94.09
1356,20210701,2018,臺南市,安南區,州北里,1388,1173260,845,630,414,1025,773.58,91.52
1357,20210701,2018,臺南市,安南區,州南里,1427,1083088,759,598,385,960,597.15,78.68
1358,20210701,2018,臺南市,安南區,安順里,1536,1399558,911,683,421,1133,793.11,87.04
1359,20210701,2018,臺南市,安南區,新順里,2093,1862355,890,675,390,1137,781.2,87.79
1360,20210701,2018,臺南市,安南區,安東里,792,613374,774,580,361,952,721.68,93.19
1361,20210701,2018,臺南市,安南區,安西里,1154,1062869,921,678,393,1160,841.44,91.36
1362,20210701,2018,臺南市,安南區,安慶里,1967,1625244,826,615,392,1024,739.02,89.44
1363,20210701,2018,臺南市,安南區,頂安里,1505,1390267,924,717,425,1204,783.1,84.77
1364,20210701,2018,臺南市,安南區,原佃里,622,563320,906,623,355,1074,1053.33,116.31
1365,20210701,2018,臺南市,安南區,總頭里,442,367610,832,553,343,923,1104.39,132.79
1366,20210701,2018,臺南市,安南區,長安里,1318,952839,723,569,374,920,589.59,81.55
1367,20210701,2018,臺南市,安南區,公親里,273,190351,697,525,350,873,560.45,80.38
1368,20210701,2018,臺南市,安南區,海東里,1631,1402006,860,626,383,1034,914.47,106.38
1369,20210701,2018,臺南市,安南區,海西里,666,532911,800,630,400,976,920.89,115.09
1370,20210701,2018,臺南市,安南區,海南里,511,348268,682,532,353,845,564.22,82.79
1371,20210701,2018,臺南市,安南區,溪心里,2188,1879852,859,646,390,1102,728.01,84.73
1372,20210701,2018,臺南市,安南區,淵東里,1286,1062020,826,605,386,1031,766.86,92.86
1373,20210701,2018,臺南市,安南區,淵中里,907,706056,778,571,336,926,908.36,116.69
1374,20210701,2018,臺南市,安南區,淵西里,857,614234,717,565,346,906,617.06,86.09
1375,20210701,2018,臺南市,安南區,佃東里,905,631249,698,594,382,859,497.96,71.39
1376,20210701,2018,臺南市,安南區,佃西里,469,343664,733,585,352,928,606.26,82.74
1377,20210701,2018,臺南市,安南區,公塭里,236,150517,638,531,325,882,474.09,74.33
1378,20210701,2018,臺南市,安南區,南興里,443,292047,659,559,361,836,448.78,68.07
1379,20210701,2018,臺南市,安南區,學東里,524,349272,667,545,352,825,520.74,78.13
1380,20210701,2018,臺南市,安南區,城東里,325,203003,625,530,328,783,466.22,74.64
1381,20210701,2018,臺南市,安南區,城西里,289,196868,681,576,365,878,485.33,71.25
1382,20210701,2018,臺南市,安南區,城南里,665,459602,691,536,333,826,680.01,98.39
1383,20210701,2018,臺南市,安南區,城北里,339,226806,669,554,343,827,541.45,80.93
1384,20210701,2018,臺南市,安南區,城中里,252,175269,696,530,355,832,580.26,83.43
1385,20210701,2018,臺南市,安南區,砂崙里,248,154334,622,548,297,827,496.61,79.8
1386,20210701,2018,臺南市,安南區,青草里,242,144015,595,502,320,738,451.45,75.86
1387,20210701,2018,臺南市,安南區,四草里,355,271495,765,584,354,903,671.07,87.75
1388,20210701,2018,臺南市,安南區,塩田里,447,423058,946,656,403,1130,984.64,104.04
1389,20210701,2018,臺南市,安南區,顯宮里,366,270005,738,546,365,893,716.8,97.16
1390,20210701,2018,臺南市,安南區,鹿耳里,197,128932,654,532,324,850,484.48,74.03
1391,20210701,2018,臺南市,安南區,安和里,603,423122,702,576,341,882,591.23,84.26
1392,20210701,2018,臺南市,安南區,溪北里,868,703165,810,586,363,1022,772.64,95.38
1393,20210701,2018,臺南市,安南區,溪頂里,1321,1038652,786,627,394,994,636.56,80.96
