匯入時間,統計時間,縣市,停車場名稱,停車場地址,汽車停車位數,機車停車位數,lat,lng
20211201,202110,台南,臺南南一停車場,臺南市東區民族路一段與民族一街路口(育樂段857、860地號),15,0,22.994189,120.215399
20211201,202110,台南,德安百貨本館停車場,臺南市東區中華東路3段360號,372,0,22.973847,120.220684
20211201,202110,台南,玉井區農會停車場,臺南市玉井區臺南市玉井區中正路139號,90,0,23.125309,120.462051
20211201,202110,台南,馬雅各紀念大樓地下停車場,臺南市麻豆區麻豆區苓子林20號,48,0,23.180225,120.232857
20211201,202110,台南,黃家停車場,臺南市永康區永康區勝華街與勝利街口東北側（兵北段288地號）,41,0,23.006501,120.233034
20211201,202110,台南,樂樂停車房東區仁和場,臺南市東區臺南市東區中華東路3段77巷24-1號旁,45,0,22.978965,120.228298
20211201,202110,台南,竑穗西華停車場,臺南市北區西華街36號(公園段267地號),15,0,22.99953,120.210705
20211201,202110,台南,Times台南育平九街停車場,臺南市安平區臺南市安平區育平九街126號旁,51,0,22.995241,120.172343
20211201,202110,台南,日月亭武東停車場,臺南市歸仁區歸仁區歸仁十三路近高發三路口（武東段164地號）,336,0,22.925586,120.292727
20211201,202110,台南,台南航空站停車場,臺南市南區機場路775號地下室1樓,106,0,22.947833,120.216238
20211201,202110,台南,助安168台南西門停車場,臺南市中西區西門路1段660號B3~B5,388,0,22.988343,120.198262
20211201,202110,台南,南紡置地廣場停車場,臺南市東區中華東路1段358號,495,0,22.992322,120.233323
20211201,202110,台南,杉霖國安宜居停車場,臺南市安南區國安街210巷與國安街156巷51弄路口（國安段791-5至791-9地號）,168,0,23.023425,120.185994
20211201,202110,台南,Times台南北成路停車場,臺南市北區北成路50號旁（北安段1775地號）,49,0,23.018898,120.210122
20211201,202110,台南,竑穗北安停車場,臺南市北區北安路1段145號旁,14,0,23.017262,120.208961
20211201,202110,台南,竑穗永華停車場,臺南市安平區永華路2段701號後方（金華段135地號）,43,0,22.990331,120.171921
20211201,202110,台南,Times燦坤台南永華二店停車場,臺南市安平區臺南是安平區永華路二段35號,9,0,22.989024,120.185767
20211201,202110,台南,及泰衛民二停車場,臺南市中西區臺南市中西區衛民街78號旁空地(青年段225、240地號),7,0,22.993046,120.209807
20211201,202110,台南,善新停車場,臺南市善化區善新大道近龍目井路(善新段90地號),112,0,23.111524,120.310671
20211201,202110,台南,臨安民生路停車場,臺南市中西區民生路二段374號旁,29,0,22.997775,120.18881
20211201,202110,台南,寶盛台南郡平路停車場,臺南市安平區郡平路68號(金華段134地號),33,42,22.989428,120.171817
20211201,202110,台南,橋南停車場,臺南市鹽水區南門路14號,10,0,23.315757,120.267109
20211201,202110,台南,嘟嘟房高鐵台南站停車場,臺南市歸仁區歸仁大道100號,645,433,22.925709,120.284688
20211201,202110,台南,台灣聯通台南大德停車場,臺南市南區樹林街2段253號B1、B2,39,0,22.985851,120.195874
20211201,202110,台南,Times臺南一中體育館停車場,臺南市東區臺南市東區東寧路臺南一中體育館B1,44,0,22.992383,120.218642
20211201,202110,台南,台南市立醫院停車場,臺南市東區崇德路670號,127,54,22.968726,120.226791
20211201,202110,台南,長春停車場,臺南市新營區長春街154-2號西側,5,0,23.301409,120.310874
20211201,202110,台南,挺衛停車場,臺南市北區公園路798號B1,27,0,23.011769,120.21217
20211201,202110,台南,竑穗興濟二站停車場,臺南市中西區中成路32號（觀音段279、280地號）,29,0,22.997492,120.205211
20211201,202110,台南,Times台南民族路一段停車場,臺南市東區民族路1段17巷37號對面,26,0,22.993686,120.215775
20211201,202110,台南,竑穗富北停車場,臺南市北區臺南市北區富北街(北門派出所後方),9,0,22.998071,120.211587
20211201,202110,台南,臺南市美術館1館停車場,臺南市中西區南門路37號B1,22,0,22.991101,120.205741
20211201,202110,台南,崇明大樓室內停車場,臺南市東區崇明路268號地下一樓,9,0,22.978115,120.219239
20211201,202110,台南,竑穗家樂福中正店停車場,臺南市永康區中正南路358號2F,121,0,23.03244,120.228038
20211201,202110,台南,Times台南安平路停車場,臺南市安平區安平路606巷2號旁,12,0,22.99939,120.169414
20211201,202110,台南,永科停一停車場,臺南市永康區臺南市永康區永科環路397號（王行段9地號）,61,21,23.04373,120.275045
20211201,202110,台南,永科停二停車場,臺南市永康區臺南市永康區永科環路300號（王行段37地號）,21,51,23.047566,120.278709
20211201,202110,台南,永科停三停車場,臺南市永康區臺南市永康區永科一路19號（王行段110地號）,56,42,23.044247,120.281664
20211201,202110,台南,永科停四停車場,臺南市永康區臺南市永康區永科環路309號（王行段93地號）,63,38,23.040586,120.274617
20211201,202110,台南,永科停五停車場,臺南市永康區臺南市永康區永科三路77號（王行段116地號）,60,56,23.041279,120.278343
20211201,202110,台南,永科停六停車場,臺南市永康區臺南市永康區永科環路199號（王行段209地號）,43,17,23.036258,120.275923
20211201,202110,台南,永科停七停車場,臺南市永康區臺南市永康區永科東路3號（王行段148地號）,44,41,23.036673,120.281754
20211201,202110,台南,永科停八停車場,臺南市永康區臺南市永康區永科南路160號（王行段211地號）,32,42,23.032983,120.276786
20211201,202110,台南,長安停車場,臺南市安南區臺南市安南區鎮安一街（長安段1119地號）,5,0,23.064826,120.198598
20211201,202110,台南,蓮潭南街停車場,臺南市善化區台南市善化區蓮潭南街與月眉園路交叉口(善新段294地號),40,0,23.110772,120.303818
20211201,202110,台南,助安168台南衛民停車場,臺南市中西區衛民街67號,26,0,22.992878,120.210159
20211201,202110,台南,嘟嘟房成大勝利站停車場,臺南市東區臺南市東區大學路2號成大校友會館B1至B3,254,761,22.995921,120.218704
20211201,202110,台南,仁義停車場,臺南市仁德區台南市仁德區仁義路98巷(鍾厝段729、730地號),54,0,22.967563,120.254952
20211201,202110,台南,豐勝通運有限公司停車場,臺南市永康區台南市永康區復興路近國道一號高速公路(中45，56，57，61，62地號),0,0,22.998611,120.246924
20211201,202110,台南,臺南圖書總館地下停車場,臺南市永康區台南市永康區康橋大道255號B2,108,173,23.024759,120.237668
20211201,202110,台南,Times台南東區生產路停車場,臺南市東區生產路614號旁(德高段577、577-4地號),72,0,22.965842,120.231489
20211201,202110,台南,Times台南忠義府前停車場,臺南市中西區忠義路一段96號旁(南門段105、105-1、105-2、106、106-1地號),17,0,22.988064,120.202056
20211201,202110,台南,Times台南歸仁大道停車場,臺南市歸仁區台南市歸仁區歸仁大道與歸仁五路交叉口(武東段142地號),201,0,22.928397,120.28516
20211201,202110,台南,成功大學大學路地下停車場,臺南市東區台南市東區大學路1號(東寧段53地號),124,0,22.996275,120.222427
20211201,202110,台南,竑穗家樂福仁德店停車場,臺南市仁德區台南市仁德區中山路711號B2,155,0,22.972758,120.246604
20211201,202110,台南,春長停車場,臺南市永康區國光二街32號旁(大彎段7829、7832地號),21,0,23.002015,120.25895
20211201,202110,台南,俥亭康樂街停車場,臺南市中西區臺南市中西區康樂街195號旁(星鑽段1926地號),15,0,22.994673,120.194782
20211201,202110,台南,奇美醫療財團法人奇美醫院停車場,臺南市永康區中正南路52巷(頂南段598~602、604、607-1、607-2、608、610~615、616-1、617-1、618~620、798、799、802~805地號等26筆土地),231,861,23.020665,120.221036
20211201,202110,台南,永康奇美醫院第三停車場,臺南市永康區臺南市永康區中正南路52巷82弄內(頂南段905、939、940、947、961地號),146,0,23.019841,120.218857
20211201,202110,台南,俥亭西門停車場,臺南市中西區台南市中西區友愛街177號對面(府前段51-63、70-84地號等28筆土地),65,0,22.991856,120.197839
20211201,202110,台南,Times台南樹林開山停車場,臺南市中西區台南市中西區樹林街二段92號旁空地(郡王祠段1402、1442、1443地號),39,0,22.986574,120.208403
20211201,202110,台南,台灣聯通台南樹林停車場,臺南市中西區樹林街二段290號西側空地（建興段6000-6地號）,24,0,22.986522,120.201384
20211201,202110,台南,竑穗成大醫院汽機車停車場,臺南市北區台南市北區小東路35號B1至B3,424,477,23.001945,120.217756
20211201,202110,台南,第五醫療大樓獎勵增設停車空間停車場,臺南市永康區臺南市永康區中華路901號第五醫療大樓1F、B1、B2（北區康祥段1、1-3、2地號）,50,0,23.018818,120.221598
20211201,202110,台南,圳南停車場,臺南市西港區台南市西港區中山路232之1號旁(港南段568、568-1至568-5地號共6筆土地),18,0,23.119877,120.203768
20211201,202110,台南,永全停車場,臺南市永康區台南市永康區龍埔街近中山路口(四維段540地號),17,0,23.035126,120.254403
20211201,202110,台南,人上人停車場,臺南市東區長榮路2段60號(東安段247及655地號),25,0,22.988114,120.219378
20211201,202110,台南,宜舍文南路停車場,臺南市南區台南市南區文南路128號旁(正義段674、674-1至674-5地號),8,0,22.985368,120.190063
20211201,202110,台南,俥亭永康站前停車場,臺南市永康區台南市永康區永康火車站前東側(永康段33-4、33-5、33-6地號部份),0,118,23.038631,120.254053
20211201,202110,台南,育安停車場,臺南市安南區台南市安南區育安四街(新順段945、945-1地號),20,0,23.047124,120.216991
20211201,202110,台南,客萊停有限公司衛民停車場,臺南市中西區台南市中西區衛民街148號旁(中山段275地號),4,0,,
20211201,202110,台南,南風村停車場,臺南市東區台南市東區中華東路一1段92號地下二樓(東光段99地號),115,0,22.995468,120.234068
20211201,202110,台南,台灣大車位民生場停車場,臺南市中西區台南市中西區民生路二段300號旁(星鑽段755、756地號),9,0,22.99731,120.1909
20211201,202110,台南,中華世家停車場,臺南市北區台南市北區大武街541巷(康祥段140地號部份),48,0,23.017716,120.220471
20211201,202110,台南,南台街福太停車場,臺南市永康區台南市永康區南台街54巷159號對面(頂中段509地號),17,0,23.023975,120.221835
20211201,202110,台南,博客停車場開發股份有限公司台南轉運站停車場,臺南市北區臺南市北區公園路291號（北華段21、131地號）,229,449,23.001679,120.209027
20211201,202110,台南,博客停車場開發股份有限公司燦坤海佃場,臺南市安南區臺南市安南區海佃路1段329號,146,0,23.026049,120.191006
20211201,202110,台南,成功大學大學路地下停車場,臺南市東區大學路1號,124,0,22.996864,120.221853
